date,Price
04/04/2017 0:00,1143
04/05/2017 0:00,1134.58
04/06/2017 0:00,1190.85
04/07/2017 0:00,1190.66
04/08/2017 0:00,1184.03
04/09/2017 0:00,1206.2
04/10/2017 0:00,1209.25
04/11/2017 0:00,1218.99
04/12/2017 0:00,1212.17
4/13/2017 0:00,1172.91
4/14/2017 0:00,1170.34
4/15/2017 0:00,1173.45
4/16/2017 0:00,1162.31
4/17/2017 0:00,1176.54
4/18/2017 0:00,1202.58
4/19/2017 0:00,1203.98
4/20/2017 0:00,1234.19
4/21/2017 0:00,1243.61
4/22/2017 0:00,1233.2
4/23/2017 0:00,1241.99
4/24/2017 0:00,1253.58
4/25/2017 0:00,1269
4/26/2017 0:00,1287.99
4/27/2017 0:00,1331.53
4/28/2017 0:00,1330.7
4/29/2017 0:00,1333
4/30/2017 0:00,1350.21
05/01/2017 0:00,1390.86
05/02/2017 0:00,1447.75
05/03/2017 0:00,1503.22
05/04/2017 0:00,1537.23
05/05/2017 0:00,1514.9
05/06/2017 0:00,1558.02
05/07/2017 0:00,1554.01
05/08/2017 0:00,1649.54
05/09/2017 0:00,1720.28
05/10/2017 0:00,1772.58
05/11/2017 0:00,1828.45
05/12/2017 0:00,1691.51
5/13/2017 0:00,1776.89
5/14/2017 0:00,1784
5/15/2017 0:00,1705.48
5/16/2017 0:00,1700.01
5/17/2017 0:00,1782.99
5/18/2017 0:00,1878.99
5/19/2017 0:00,1958
5/20/2017 0:00,2013.99
5/21/2017 0:00,2017.55
5/22/2017 0:00,2099.97
5/23/2017 0:00,2264.23
5/24/2017 0:00,2420.29
5/25/2017 0:00,2292.53
5/26/2017 0:00,2279.82
5/27/2017 0:00,2042
5/28/2017 0:00,2178.81
5/29/2017 0:00,2292.1
5/30/2017 0:00,2203.51
5/31/2017 0:00,2298.01
06/01/2017 0:00,2413.63
06/02/2017 0:00,2488.94
06/03/2017 0:00,2540.94
06/04/2017 0:00,2530.27
06/05/2017 0:00,2698
06/06/2017 0:00,2880.74
06/07/2017 0:00,2683.03
06/08/2017 0:00,2806
06/09/2017 0:00,2822.32
06/10/2017 0:00,2899.99
06/11/2017 0:00,2954.22
06/12/2017 0:00,2667.06
6/13/2017 0:00,2703.02
6/14/2017 0:00,2450
